contract_id,blocked,day_or_month_contract,rt_log,n_urls_log,n_urls_1_log,has_urls,has_many_urls,has_both_competitors,has_urls_1,days_from_last_url_log,has_top_urls,has_bottom_urls,n_requests_log,n_requests_1_log,has_requests,has_requests_1,has_many_requests,days_from_last_request,n_types,has_repeated,has_repeated_last_week,has_repeated_last_month,has_top_types,has_bottom_types,lda_urls,lda_requests,has_urls__has_requests_1,has_urls__has_bottom_types,has_many_urls__has_both_competitors,has_many_urls__has_top_urls,has_many_urls__has_many_requests,has_many_urls__has_repeated_last_month,has_many_urls__day_or_month_contract,has_both_competitors__has_top_urls,has_both_competitors__has_bottom_urls,has_both_competitors__has_many_requests,has_both_competitors__has_repeated_last_month,has_both_competitors__has_bottom_types,has_both_competitors__day_or_month_contract,has_urls_1__has_top_urls,has_urls_1__has_requests_1,has_urls_1__has_many_requests,has_urls_1__has_repeated_last_month,has_top_urls__has_bottom_urls,has_top_urls__has_requests_1,has_top_urls__has_bottom_types,has_bottom_urls__has_many_requests,has_bottom_urls__day_or_month_contract,has_requests_1__has_many_requests,has_requests_1__has_top_types,has_requests_1__has_bottom_types,has_bottom_types__day_or_month_contract,visits_pca_1,visits_pca_2,visits_pca_3,visits_pca_4,visits_pca_5,visits_pca_6,visits_pca_7,visits_pca_8,visits_pca_9,visits_pca_10,visits_pca_11,requests_pca_1,requests_pca_2,requests_pca_3,requests_pca_4,requests_pca_5,requests_pca_6,requests_pca_7,requests_pca_8,requests_pca_9,requests_pca_10
7780,0,0,0.0,4.430816798843313,4.430816798843313,1,0,0,1,0.6931471805599453,1,0,2.302585092994046,0.6931471805599453,1,1,1,1.0,4,1,0,1,1,0,0.5369453050862033,0.9997851419865583,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,2.897722203277133,5.140060070737851,-0.8308009403346412,0.07499329938142905,0.10984303475176237,-0.02653916066490212,-0.14919515650817033,0.26036526375850527,-0.4431475749728588,1.0027978768859755,0.1671535005729051,-0.5036077457039787,-0.07851477077037819,1.1772195143016766,0.061088640369479655,0.04793819370977253,-0.19068034113762383,-0.12732753040000552,-0.09298677042403242,-0.055703174883520536,0.001487855115374284
7785,0,0,1.3862943611198906,2.3978952727983707,0.0,1,0,1,0,2.1972245773362196,1,0,0.6931471805599453,0.0,1,0,0,30.0,1,0,0,0,0,0,0.1249632768438653,0.32757362884740693,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0518906064567124,0.05029904950765744,0.8469335688389668,0.2299948799416086,-0.19095747889090703,-0.06048200928891581,-0.6057844668881246,-0.05587513343980807,-0.24997724934828708,-0.291608665758888,-0.06695735474621506,-0.6069150805331492,0.026462611292439844,-0.17139291602465806,0.014411696436839672,-0.002770529118234313,0.0027891002502010206,-0.004902471455295731,0.016442423735389886,0.0038564063230957808,0.001285327807291827
7794,0,0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0,0,0.0,0.0,0,0,0,59.0,0,0,0,0,0,0,0.5603040812828204,0.2449103784071493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4440882038220653,-0.0876952445288427,-0.32344497553459733,-0.02076553752317902,0.0208002886565378,-0.02590110572251457,0.0003917636248591398,-0.021858216248778154,-0.025070775143777296,0.0034293349254863035,-0.008382773172977897,-0.6071093795577012,0.026797447926501534,-0.17600917346860587,0.011056312374198643,0.0018793601959405395,-0.0006167976118124389,-0.00358140648407033,0.004142864407876824,-0.012554507369317224,0.010682099365650557
7795,0,1,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0,0,2.0794415416798357,0.0,1,0,1,36.0,2,1,0,0,1,0,0.5514254118653142,0.3414079290752942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.44408820382206543,-0.08769524452884457,-0.32344497553459456,-0.02076553752317552,0.020800288656540114,-0.02590110572250994,0.0003917636248560271,-0.02185821624877607,-0.025070775143777674,0.0034293349254905276,-0.008382773172975618,1.2225240424292065,0.5099381576835751,-0.25115144612650103,-0.9431938227100862,-0.06050213312980892,-0.0498348861930715,-0.01832190945154496,0.025317862502346536,-0.007253419096166121,-0.010135734144094357
7798,0,0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0,0,1.3862943611198906,0.0,1,0,0,12.0,1,1,0,0,1,0,0.5663491006139193,0.19217791313396576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.444088203822064,-0.08769524452884232,-0.3234449755345932,-0.020765537523189975,0.020800288656551914,-0.025901105722521488,0.00039176362485404475,-0.021858216248776652,-0.025070775143769913,0.003429334925482471,-0.008382773172977363,0.5751826015756931,-0.6630358220181308,-0.3277089064464915,-0.057230411959080366,-0.08004924196398594,-0.07825164403803828,0.011206516579108846,0.010968014550429716,0.02123248806753229,0.00768483844387202
7799,0,0,0.0,0.6931471805599453,0.0,1,0,0,0,2.9444389791664403,0,0,0.0,0.0,0,0,0,59.0,0,0,0,0,0,0,0.22254355155526262,0.2240156507130324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4177037734380679,-0.07502354398812948,-0.052927201044218115,0.10629390190031988,-0.12962043853196084,0.0858942263343377,0.5833104013093673,0.06385203414717294,0.001049172345348875,0.01815890238103879,0.014050559926021661,-0.6071093795577184,0.026797447926486584,-0.17600917346862124,0.011056312374184451,0.0018793601959411176,-0.0006167976118087379,-0.00358140648407181,0.004142864407878371,-0.012554507369317115,0.010682099365652311
7801,0,0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0,0,0.0,0.0,0,0,0,59.0,0,0,0,0,0,0,0.5598244293702691,0.2477372537901729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.44408820382206227,-0.08769524452884173,-0.3234449755345935,-0.02076553752317861,0.02080028865653783,-0.025901105722514268,0.0003917636248589403,-0.02185821624877737,-0.025070775143775807,0.0034293349254869215,-0.008382773172977908,-0.6071093795577157,0.02679744792650207,-0.17600917346862116,0.011056312374186722,0.0018793601959380545,-0.0006167976118254107,-0.003581406484079477,0.004142864407879726,-0.012554507369316688,0.010682099365653341
7805,0,0,1.0986122886681096,1.0986122886681096,0.6931471805599453,1,0,0,1,1.3862943611198906,1,0,2.1972245773362196,0.6931471805599453,1,1,1,4.0,4,1,0,1,1,0,0.22411484755533748,0.3279016851183387,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,-0.36225384713383935,-0.062040054627376134,0.6097068724172321,0.23685510695503711,-0.05417516506138161,-0.05492305760901078,-0.4743230236267679,-0.13319070376395367,-0.07246952040517673,-0.0034240436666285934,-0.0015103101691498926,0.9634126816377713,-0.272746635138649,0.8429747161867336,-0.40086979376443255,-0.09946679047931241,0.09388807665668143,-0.19217188533122848,-0.4578497300051108,-0.09267587470120218,0.2338480730146138
7807,0,0,0.0,0.6931471805599453,0.0,1,0,0,0,3.4965075614664802,0,0,1.3862943611198906,0.0,1,0,0,12.0,1,1,0,1,1,0,0.7854698061597355,0.44245989786157436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24954792703277226,-0.06756342665193253,-0.34173083149332095,-0.06339977157098833,-0.04854929168937044,-0.02283475737319107,-0.011143364282493335,0.022209746351391228,-0.11218399788295066,-0.16961857509868752,-0.02050474119670892,-0.04951981226756975,1.0371422405016986,-0.11006616645772348,-0.7520710322682432,0.018716323301906375,0.02386006530872839,-0.02901580826050047,0.016503150657501898,-0.03709093227103168,-0.004667706364507005
7816,0,0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0,0,0.0,0.0,0,0,0,59.0,0,0,0,0,0,0,0.5521370252765185,0.25194130562496175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.444088203822081,-0.08769524452886314,-0.32344497553458823,-0.020765537523178314,0.02080028865653762,-0.025901105722514372,0.00039176362486010376,-0.021858216248777186,-0.0250707751437764,0.0034293349254835713,-0.008382773172979294,-0.607109379557703,0.026797447926498172,-0.17600917346862616,0.01105631237418452,0.0018793601959402667,-0.0006167976118192615,-0.003581406484071042,0.004142864407878634,-0.012554507369314615,0.010682099365654039
